58;95;32;87;lower_helix_sector;x;
59;82;22;86;upper_helix_sector;x;
60;57;75;20;hiyokuoka_sector;x;
61;55;62;40;sumitomo_sector;x;
62;38;54;4;okyoto_Nara_sector;x;
63;46;65;5;iogi_sector;x;
64;48;59;25;jion_sector;x;
65;72;86;40;taikun_sector;x;
66;42;27;158;adams_sector;x;
67;25;37;152;deadwood_sector;x;
68;40;62;131;douglas_sector;x;
69;41;30;128;franklin_sector;x;
70;31;60;150;jefferson_sector;x;
71;45;41;94;lafayette_sector;x;
72;37;32;102;washington_sector;x;
73;121;137;65;almaz_sector;x;
74;133;154;58;maoxian_sector;x;
75;129;172;71;mir_sector;x;
76;112;163;42;novyy_edem_sector;x;
77;114;139;80;pobeda_sector;x;
78;139;164;63;prochnost_sector;x;
79;137;161;78;shen_yan_sector;x;
80;143;172;71;sovershenstvo_sector;x;
81;71;24;24;arkanar_sector;x;
82;75;36;36;kovcheg_sector;x;
83;86;24;24;novyy_sol_sector;x;
84;85;19;19;raduga_sector;x;
85;61;23;23;saula_sector;x;
86;42;87;168;altair_sector;x;
87;46;96;184;draconis_sector;x;
88;25;93;141;sirius_sector;x;
89;47;82;144;alpha_centauri_sector;x;
90;0;99;170;tau_ceti_sector;x;
91;103;103;103;gagarin_sector;x;
92;89;89;89;tengoku_sector;x;
93;75;75;75;tereshkova_sector;x;
94;35;44;97;core_witch_head_sector;x;
95;60;66;105;lower_witch_head_sector;x;
96;36;41;69;upper_witch_head_sector;x;
97;102;88;6;wu_ren_zhi_an_sector;x;
98;138;123;55;macau_sector;x;
99;108;106;59;tian_yuan_sector;x;
100;126;123;63;hua_sector;x;
101;108;104;20;yingshi_sector;x;
102;141;126;18;hang_seng_sector;x;
103;113;93;28;qiangying_sector;x;
104;109;101;60;deng_biau_sector;x;
105;127;122;41;wei_sector;x;
106;105;92;32;xin_qin_sector;x;
107;143;50;50;baihu_sector;x;
108;134;37;37;huangjing_sector;x;
109;86;34;35;qinglong_sector;x;
110;106;36;30;xuanwu_sector;x;
111;139;69;69;zhuque_sector;x;
112;102;206;203;upper_adwa_sector;x;
113;0;189;185;afolayan_sector;x;
114;128;192;191;mpya_zanzibar_sector;x;
115;84;195;186;ndia_panda_sector;x;
116;138;214;213;nyota_mwisho_sector;x;
117;26;62;18;amal_sector;x;
118;44;58;41;jabraiil_sector;x;
119;29;48;25;makkat_al_Jadiida_sector;x;
120;37;66;31;al_bawwaaba_sector;x;
121;29;67;22;al_hadd_sector;x;
122;128;54;122;lower_remote_sector;x;
123;112;54;116;lower_outer_veil_sector;x;
124;113;73;56;ghandi_sector;x;
125;91;53;23;chandrasekhar_sector;x;
126;102;59;41;inner_nai_dunya_sector;x;
127;121;73;29;outer_nae_bangladesa_sector;x;
128;63;43;13;darius_sector;x;
129;69;28;56;paraiso_sector;x;
130;84;27;66;new_jerusalem_sector;x;
131;73;100;103;miltia_sector;x;
132;52;91;96;arjona_sector;x;
133;48;79;81;basilisco_sector;x;
134;50;68;69;manticore_sector;x;
135;89;109;111;mar_brilliante_sector;x;
136;64;90;92;mar_del_crepusculo_sector;x;
137;106;104;96;santiago_sector;x;
138;101;99;89;ortega_gaona_sector;x;
139;129;125;113;betelgeuse_sector;x;
140;169;165;152;meissa_sector;x;
141;146;142;129;paulet_sector;x;
142;104;100;87;bellatrix_sector;x;
143;133;129;118;rigel_sector;x;
144;116;55;107;sortelha_sector;x;
145;104;49;95;mar_del_tyken_sector;x;
146;94;52;88;melilla_sector;x;
147;116;73;110;la_forja_de_dios_sector;x;
148;116;56;102;principito_sector;x;
149;96;55;7;chui_sector;x;
150;111;71;24;shihai_sector;x;
151;95;61;20;iserlohn_sector;x;
152;85;54;16;diyu_sector;x;
153;76;46;10;hades_sector;x;

154;90;22;22;caliburn_iii;x;
155;90;52;52;caliburn_iii_orbital;x;
156;90;32;32;caliburn_v;x;
157;90;42;42;caliburn_v_b;x;
158;100;22;22;greywood_iii;x;
159;100;42;42;greywood_iv;x;
160;100;32;32;greywood_iv_b;x;
161;80;32;32;marys_star_vi_b;x;
162;80;42;42;marys_star_vi_c;x;
163;80;22;22;marys_star_vi;x;

164;91;21;21;victoria_iii;x;
165;91;41;41;victoria_iii_orbital;x;
166;91;31;31;victoria_ii;x;
167;91;11;11;victoria_vi;x;
168;71;31;31;garrison_viii_c;x;
169;71;41;41;garrison_viii_b;x;
170;71;21;21;garrison_viii;x;
171;61;31;31;hawkwood_ii;x;
172;61;21;21;hawkwood_iii;x;
173;81;21;21;endeavour_prime;x;
174;81;31;31;endeavour_ii;x;
175;81;41;41;endeavour_ii_b;x;

176;50;50;50;impassable_space_02;x;
177;245;245;245;impassable_space_03;x;
178;85;102;154;lovell_sector;x;
179;73;84;117;hadfield_sector;x;
180;50;57;34;aspiration_sector;x;
# Aspiration
# New Hope
# Witch Gate
181;91;28;28;irukan_sector;x;
# Irukan
# Soan
# Arata
182;90;112;144;alexandrovsk_sector;x;
# Alexandrovsk
# Kaisan
183;110;122;140;sakhalinsky_sector;x;
# Sakhalinsky

184;35;97;145;outer_sirius_sector;x;
185;33;40;78;outer_witch_head_sector;x;
186;44;51;97;inner_witch_head_sector;x;
187;111;109;53;shitou_wuyin_sector;x;
188;114;111;47;zhu_rong_duanzao_sector;x;
189;102;52;52;fenghuang_sector;x;
190;108;41;41;heilong_sector;x;
191;106;52;53;bailong_sector;x;
192;79;141;140;lower_adwa_sector;x;
193;125;197;196;outer_ndia_panda_sector;x;
194;42;61;38;karabakh_sector;x;
195;105;31;99;upper_remote_sector;x;
196;108;52;103;upper_outer_veil_sector;x;
197;102;68;37;saranyu_sector;x;
198;107;65;43;nai_hadarabada_sector;x;
199;124;120;107;outer_rigel_sector;x;

200;95;16;16;guinevere_ii;x;
201;90;16;16;guinevere_belt;x;
202;80;31;31;percival_prime;x;
203;95;31;31;percival_station;x;
204;90;31;31;percival_belt;x;
205;91;32;32;canterbury_station;x;
206;81;32;32;canterbury_belt;x;
207;53;34;34;modron_ii;x;
208;63;34;34;modron_belt;x;
209;60;41;41;corbenic_vi;x;
210;71;45;43;corbenic_belt;x;
211;90;24;24;fay_iv;x;
212;100;24;24;fay_belt;x;
213;100;34;34;morris_station;x;
214;90;34;34;morris_belt;x;

215;93;33;33;alfred_prime;x;
216;87;33;33;alfred_prime_orbital;x;
217;95;47;47;alfred_iii;x;
218;85;47;47;alfred_belt;x;
219;89;44;44;etherland_prime;x;
220;95;39;39;etherland_prime_b;x;
221;91;35;35;etherland_prime_c;x;
222;103;33;33;etherland_belt;x;
223;93;24;24;tennyson_station;x;
224;93;31;31;tennyson_belt;x;

225;83;23;23;galahad_iii;x;
226;73;27;27;galahad_citadel;x;
227;83;33;33;galahad_iv;x;
228;73;13;13;galahad_iv_b;x;
229;76;24;24;galahad_vii;x;
230;78;25;25;shiverlight_prime_orbital;x; # pulsar
231;78;15;15;shiverlight_prime;x;
232;78;35;35;shiverlight_belt;x;
233;77;0;0;virtue_iv;x;
234;77;13;13;virtue_iv_b;x;
235;77;17;17;virtue_belt;x;
236;88;28;28;pentecost_station;x;
237;78;28;28;pentecost_belt;x;

238;79;21;21;lancelot_iii;x;
239;79;31;31;lancelot_iii_orbital;x;
240;69;21;21;lancelot_iii_c;x;
241;79;13;13;lancelot_iv;x;
242;67;10;10;numenor_ii;x;
243;77;5;5;numenor_iii;x;
244;67;5;5;henrys_star_waystation;x;
245;77;10;10;henrys_star_belt;x;
246;74;6;6;robinson_ii;x;
247;64;13;13;robinson_iv;x;
248;74;13;13;robinson_belt;x;

249;0;55;165;armstrong_iii;x;
250;10;45;155;armstrong_iv;x;
251;10;50;160;armstrong_vi;x;
252;10;55;165;armstrong_vi_b;x;
253;0;50;160;armstrong_vii;x;
254;0;45;155;armstrong_belt;x;
255;20;55;165;collins_iii;x;
256;20;50;160;collins_iv;x;
257;20;45;155;collins_belt;x;
258;5;50;160;aldrin_prime;x;
259;5;55;165;aldrin_ii;x;
260;5;45;155;aldrin_v;x;
261;10;56;166;heartland_iii;x;
262;10;46;156;heartland_iv;x;
263;10;41;151;heartland_iv_b;x;
264;10;36;146;heartland_iv_c;x;
265;10;51;161;heartland_belt;x;

266;15;60;170;liberty_prime;x;
267;15;55;165;liberty_ii;x;
268;10;60;170;liberty_ii_b;x;
269;10;65;175;liberty_belt;x;
270;10;46;155;ride_iii;x;
271;12;50;150;ride_iv;x;
272;12;58;168;challenger_ii;x;
273;12;63;173;challenger_ii_b;x;
274;12;53;163;challenger_belt;x;
275;11;45;155;lincoln_prime;x;
276;11;60;170;lincoln_ii;x;
277;11;50;160;lincoln_iii;x;
278;11;55;165;lincoln_iii_b;x;
279;14;50;170;gemini_ii;x;
280;14;55;165;gemini_ii_b;x;
281;14;45;155;gemini_iv;x;

282;9;55;160;lovell_iii;x;
283;9;55;166;lovell_iv;x;
284;9;55;163;lovell_iv_b;x;
285;9;60;160;bluford_prime;x;
286;9;65;160;bluford_belt;x;
287;9;65;165;corrigan_ii;x;
288;9;55;165;corrigan_v;x;
289;9;54;154;corrigan_v_b;x;

290;17;50;150;hadfield_prime;x;
291;17;53;153;hadfield_iii;x;
292;17;57;157;hadfield_iii_b;x;
293;17;45;155;hadfield_belt;x;
294;17;47;147;guion_ii;x;
295;17;67;167;guion_iv;x;
296;17;62;162;guion_belt;x;
297;17;42;152;garneau_ii;x;
298;17;52;152;garneau_iii;x;
299;17;42;142;garneau_belt;x;

300;18;63;163;weyland_ii;x;
301;18;61;161;weyland_ii_b;x;
302;18;66;166;weyland_iii;x;
303;18;56;166;weyland_belt;x;
304;18;46;146;john_henry_iv;x;
305;18;51;151;john_henry_iii;x;
306;18;54;154;john_henry_belt;x;
307;18;55;150;touchstone_iii;x;
308;18;41;141;touchstone_iv;x;
309;18;50;150;touchstone_iv_b;x;
310;18;55;141;glenn_ii;x;
311;18;45;141;glenn_iii;x;
312;18;45;151;glenn_iv;x;
313;18;45;161;glenn_v;x;
314;18;43;143;discovery_prime;x;
315;18;49;149;discovery_belt;x;

316;19;66;166;mindoir;x;
317;19;56;166;mindoir_b;x;
318;19;46;166;shepard_iii;x;
319;19;36;166;shepard_iv;x;
320;19;60;133;sharman_iii;x;
321;19;60;143;sharman_iv;x;
322;19;53;133;sharman_iv_b;x;
323;19;46;146;jemison_prime;x;
324;19;56;146;jemison_ii;x;
325;19;60;146;jemison_iii;x;
326;19;46;156;citadel_station;x;
327;19;36;156;citadel_belt;x;

328;20;45;130;apollo_ii;x;
329;20;55;140;apollo_iii;x;
330;20;45;140;apollo_iv;x;
331;20;65;150;apollo_belt;x;
332;20;52;166;beowulf_iii;x;
333;20;56;162;beowulf_iii_b;x;
334;20;56;166;beowulf_iii_c;x;
335;20;52;156;beowulf_iii_d;x;
336;20;60;166;pioneer_station;x;
337;20;50;166;pioneer_belt;x;
338;20;60;156;huygens_iv;x;
339;20;50;156;huygens_belt;x;

340;18;58;138;tokarev_gate;x; # open space
341;18;58;158;tokarev_belt;x; # asteroids

# Gagarin

342;141;141;141;gagarin_prime;x; # barren
343;141;141;131;gagarin_prime_b;x; # barren
344;141;131;131;gagarin_vi;x; # gas giant
345;141;151;151;gagarin_vi_c;x; # frozen
346;141;141;151;gagarin_vi_d;x; # frozen

# novyy_arkhangelsk
# large debris disk
347;131;141;141;novyy_arkhangelsk;x; # asteroids
348;131;131;141;arkhangelsk_iii;x; # frozen
349;131;131;151;arkhangelsk_iv;x; # frozen giant
350;131;151;151;arkhangelsk_belt;x; # asteroids

351;151;141;141;hu_lao_gate;x; # open space
352;151;141;151;hu_lao_v;x; # barren
353;151;141;131;hu_lao_belt;x; # asteroids

354;161;141;151;levchenko_ii_b;x; # frozen
355;161;141;131;levchenko_ii_c;x; # frozen
356;161;151;141;levchenko_ii;x; # frozen giant

357;121;141;141;yegorov_belt;x; # asteroids
358;121;131;141;yegorov_prime;x; # barren
359;121;151;141;yegorov_ii;x; # barren

# Tereshkova

360;145;141;141;tereshkova_iii;x; # corrosive
361;145;141;151;tereshkova_iv;x; # barren
362;145;131;141;tereshkova_iv_b;x; # barren
363;145;131;131;tereshkova_v;x; # gas giant
364;145;151;151;tereshkova_v_b;x; # frozen

365;155;141;141;korolev_iv;x; # barren
366;155;141;151;korolev_v;x; # frozen giant
367;155;141;131;korolev_v_b;x; # frozen
368;155;131;131;korolev_belt;x; # asteroids

# large debris disk
369;135;141;141;tannhauser_gate;x; # open space
370;135;141;151;tannhauser_vii;x; # gas giant
371;135;141;131;tannhauser_vii_b;x; # frozen
372;135;131;131;tannhauser_vii_c;x; # frozen

373;125;141;141;aksyonov_prime;x; # corrosive
374;125;141;151;aksyonov_ii;x; # barren
375;125;141;131;aksyonov_belt;x; # asteroids

# Tengoku

376;141;110;110;tengoku_iii;x; # barren
377;141;105;105;tengoku_iii_b;x; # barren
378;141;100;100;tengoku_orbital_station_alpha;x; # open space
379;141;115;115;tengoku_orbital_station_beta;x; # asteroids

# large debris disk
# Sotogawa no Ten
380;141;120;110;heavens_gate;x; # open space
381;141;120;120;tengoku_waystation;x; # open space
382;141;120;130;sotogawa_iii;x; # barren

383;141;130;130;dyomin_iv;x; # frozen
384;141;135;135;dyomin_v;x; # frozen giant
385;141;125;125;dyomin_v_b;x; # frozen

#sol

#sirius
#procyon
#canis_majoris - NEW
#rigel - NEW
#bellatrix - NEW

#tau_ceti
#eta_cassiopeia
#epsilon_eridani
#arietis - NEW

#altair
#cygni
#lacertae - NEW

#sigma_draconis
#beta_hydri
#epsilon_indi
#delta_pavonis
#meissa - NEW

#rigil_kentaurus
#iota_centauri - NEW
#proxima_centauri - NEW

#alpha_persei - NEW
#algol - NEW
#gorgonea_secunda - NEW
#aurigae - NEW

# Castille
# Catalina
# Mallorca
